,Chemical,CAS,Cell.type,FBS,Well,Q_cells,Q_media_free,Q_media,F_free_media
989,Verdox,82356-51-2,Me_180,2,96,3.97E-05,6.21E-07,7.80E-05,0.00796788
990,Nirvanol,1506-02-1,Me_180,2,96,2.56E-05,2.31E-06,8.13E-05,0.028437992
991,Cetalox,3738-00-9,Me_180,2,96,1.77E-05,3.21E-06,7.42E-05,0.043327129
992,Tonalide,21145-77-7,Me_180,2,96,2.56E-05,2.31E-06,8.13E-05,0.028437992
993,Caffeine,58-08-2,Me_180,2,96,6.70E-08,1.48E-04,1.48E-04,1.000304038
994,Lamotrigine,84057-84-1,Me_180,2,96,8.64E-07,1.09E-04,1.15E-04,0.947481012
995,Diclofenac,15307-79-6,Me_180,2,96,6.62E-08,1.50E-04,1.50E-04,0.999969329
996,"2,4-Dichlorophenoxyacetic",94-75-7,Me_180,2,96,1.75E-07,1.38E-04,1.50E-04,0.924333076
997,(S)-Naproxen,22204-53-1,Me_180,2,96,3.00E-07,1.24E-04,1.50E-04,0.828427689
998,Ibuprofen,15687-27-1,Me_180,2,96,6.28E-07,8.19E-05,1.49E-04,0.549262767
999,Torasemide,56211-40-6,Me_180,2,96,1.07E-06,1.00E-04,1.35E-04,0.743698713
1000,Warfarin,81-81-2,Me_180,2,96,1.56E-07,1.41E-04,1.50E-04,0.941505608
1001,di-n-butylphthalate,84-74-2,Me_180,2,96,8.83E-06,1.01E-05,9.57E-05,0.105854763
1002,hexachlorophene,70-30-4,Me_180,2,96,5.46E-05,9.57E-07,9.42E-05,0.010156585
1003,hexamethylenetetramine,100-97-0,Me_180,2,96,6.11E-08,1.40E-04,1.40E-04,1.000385412
1004,Malathion,121-75-5,Me_180,2,96,5.87E-07,1.17E-04,1.21E-04,0.967913055
1005,pentachlorophenol,87-86-5,Me_180,2,96,2.29E-06,1.21E-05,1.47E-04,0.08201945
1006,"2,2,2-trichloroethanol",115-20-8,Me_180,2,96,1.22E-07,1.29E-04,1.30E-04,0.997078122
1007,diethylphthalate,84-66-2,Me_180,2,96,6.78E-07,1.14E-04,1.19E-04,0.961116816
1008,4-chlorophenol,106-48-9,Me_180,2,96,6.19E-07,1.16E-04,1.20E-04,0.965509205
1009,permethrin,52645-53-1,Me_180,2,96,4.10E-05,5.71E-07,7.89E-05,0.007245657
1010,Aniline,62-53-3,Me_180,2,96,8.41E-08,1.43E-04,1.43E-04,0.999464278
1011,4-fluoroaniline,371-40-4,Me_180,2,96,9.90E-08,1.40E-04,1.40E-04,0.998681172
1012,"2,4,6-trichlorophenol",88-06-2,Me_180,2,96,4.49E-06,4.39E-05,8.31E-05,0.528719239
1013,Allyl alcohol,107-18-6,Me_180,2,96,6.49E-08,1.40E-04,1.40E-04,1.000235302
1014,N-methylaniline,100-61-8,Me_180,2,96,1.69E-07,1.27E-04,1.28E-04,0.994431355
1015,"3,4-dichloroaniline",95-76-1,Me_180,2,96,1.06E-06,1.03E-04,1.11E-04,0.930025578
1016,4-decylaniline,37529-30-9,Me_180,2,96,3.77E-05,8.00E-07,7.88E-05,0.01014587
1017,naphthalene,91-20-3,Me_180,2,96,2.10E-06,5.08E-05,6.81E-05,0.746223652
1018,"1,2,4-trichlorobenzene",120-82-1,Me_180,2,96,9.03E-07,4.40E-06,1.26E-05,0.348332316
1019,"1,2-dichlorobenzene",95-50-1,Me_180,2,96,3.66E-07,6.55E-06,9.63E-06,0.680785945
1020,dichloromethane,75-09-2,Me_180,2,96,8.80E-09,1.13E-05,1.13E-05,0.998206451
1021,tetrachloroethylene,127-18-4,Me_180,2,96,1.28E-07,2.45E-06,3.52E-06,0.696672964
1022,"2,3-dimethyl-1,3-butadiene",513-81-5,Me_180,2,96,2.11E-09,8.67E-08,1.03E-07,0.838476732
1023,cyclosporine A,59865-13-3,Me_180,2,96,1.58E-06,9.11E-05,1.03E-04,0.882653472
1024,chlorpromazine,50-53-3,Me_180,2,96,2.03E-05,3.59E-06,8.40E-05,0.042757652
1025,PBDE 47,5436-43-1,Me_180,2,96,4.61E-05,3.11E-07,7.93E-05,0.003929009
1026,PBDE 99,60348-60-9,Me_180,2,96,5.27E-05,1.08E-07,8.07E-05,0.001342522
1027,PBDE 153,68631-49-2,Me_180,2,96,5.77E-05,3.06E-08,8.23E-05,0.000372014
1028,amiodarone,1951-25-3,Me_180,2,96,5.52E-05,6.32E-08,8.14E-05,0.000776636
1029,PFBS,375-73-5,Me_180,2,96,1.45E-07,1.38E-04,1.38E-04,0.996361397
1030,4:2 FTS,757124-72-4,Me_180,2,96,2.07E-07,1.33E-04,1.34E-04,0.992782666
1031,PFNA,375-95-1,Me_180,2,96,3.27E-05,1.24E-06,7.90E-05,0.015768742
1032,PFHxA,307-24-4,Me_180,2,96,6.97E-06,2.08E-05,8.63E-05,0.241309502
1033,PFBA,375-22-4,Me_180,2,96,1.93E-07,1.32E-04,1.33E-04,0.993490514
1034,PFOA,335-67-1,Me_180,2,96,6.39E-06,2.25E-05,8.19E-05,0.27439223
1035,6:2 FTS,27619-97-2,Me_180,2,96,1.67E-06,8.63E-05,9.93E-05,0.869228551
1036,8:2 FTS,39108-34-4,Me_180,2,96,6.84E-06,2.14E-05,8.54E-05,0.250477863
1037,PFUnDA,2058-94-8,Me_180,2,96,7.62E-06,5.94E-06,1.42E-04,0.041751562
1038,PFOS,1763-23-1,Me_180,2,96,7.62E-06,5.94E-06,1.42E-04,0.041751562
1039,PFHpA,375-85-9,Me_180,2,96,3.58E-06,5.08E-05,8.14E-05,0.624882399
1040,PFPeA,2706-90-3,Me_180,2,96,5.26E-07,1.14E-04,1.18E-04,0.970870084
1041,PFHxS,355-46-4,Me_180,2,96,1.09E-06,1.01E-04,1.09E-04,0.926731714
1042,PFDA,335-76-2,Me_180,2,96,1.43E-05,3.89E-06,1.36E-04,0.028655711
1043,Azathioprine,446-86-6,Me_180,2,96,6.80E-08,1.48E-04,1.48E-04,1.000259671
1044,Benzocaine,94-09-7,Me_180,2,96,2.45E-07,1.32E-04,1.33E-04,0.990681691
1045,Butylated hydroxyanisole,25013-16-5,Me_180,2,96,3.32E-06,6.08E-05,8.86E-05,0.686130849
1046,Cetirizine dihydrochloride,83881-52-1,Me_180,2,96,7.79E-08,1.46E-04,1.46E-04,0.999801852
1047,Cyclamate,139-05-9,Me_180,2,96,6.57E-08,0.000149163,0.000149167,1.000365602
1048,Cyclophosphamide,6055-19-2,Me_180,2,96,7.73E-08,0.000145861,0.000145942,0.999829995
1049,Cypermethrin,67375-30-8,Me_180,2,96,4.31E-05,4.53474E-07,7.89929E-05,0.005742934
1050,DEET,134-62-3,Me_180,2,96,4.24E-07,0.000123555,0.000126216,0.979296352
1051,Dexamethasone,50-02-2,Me_180,2,96,2.71E-07,1.31E-04,0.000132133,0.989154705
1052,Digoxin,20830-75-5,Me_180,2,96,1.11E-07,0.000141508,0.000141825,0.998152269
1053,Fenazaquin,120928-09-8,Me_180,2,96,2.21E-05,3.09896E-06,8.30112E-05,0.037346358
1054,Fenbuconazole,114369-43-6,Me_180,2,96,2.56E-06,7.27E-05,9.35E-05,0.777564681
1055,Fluazinam,79622-59-6,Me_180,2,96,6.16E-06,2.86352E-05,8.49544E-05,0.337196496
1056,Furosemide,54-31-9,Me_180,2,96,8.44E-08,0.000148171,0.000149904,0.988819057
1057,Glybenclamide,10238-21-8,Me_180,2,96,1.16E-05,7.61198E-06,9.16967E-05,0.083044954
1058,HC Red 3,2871-01-4,Me_180,2,96,6.82E-08,1.48E-04,1.48E-04,1.000249737
1059,Hydralazine hydrochloride,304-20-1,Me_180,2,96,7.82E-08,0.0001457,0.000145787,0.999787255
1060,Ketoconazole,65277-42-1,Me_180,2,96,7.72E-06,1.63E-05,9.0325E-05,0.179988856
1061,Metformin,1115-70-4,Me_180,2,96,6.55E-08,0.000149402,0.000149404,1.000377836
1062,Metoclopramide,364-62-5,Me_180,2,96,9.39E-07,1.07E-04,0.000113329,0.940508131
1063,Nitrofurantoin,67-20-9,Me_180,2,96,6.59E-08,0.000149038,0.000149043,1.000357685
1064,Oxytetracycline hydrochloride,2058-46-0,Me_180,2,96,6.53E-08,0.000149709,0.00014971,1.000387563
1065,Panthenol,16485-10-2 ,Me_180,2,96,6.55E-08,1.49E-04,0.000149421,1.000378555
1066,Paracetamol,103-90-2,Me_180,2,96,7.20E-08,0.00014693,0.000146976,1.000075203
1067,Topiramate,97240-79-4,Me_180,2,96,6.54E-08,0.000149664,0.000149665,1.000386574
1068,Trimellitic anhydride,552-30-7,Me_180,2,96,1.38E-07,0.000139067,0.000139577,0.99673725
1069,Verapamil hydrochloride,152-11-4,Me_180,2,96,8.24E-06,1.28019E-05,9.32804E-05,0.137294246
1070,Warfarin,129-06-6,Me_180,2,96,7.30E-07,0.000112696,0.000117778,0.957225144
1071,"2,4-Dinitrophenol",51-28-5,H4lle,2,96,8.64E-08,1.36E-04,1.37E-04,0.994283919
1072,Aldrin,309-00-2,H4lle,2,96,1.12E-05,7.12E-07,9.83E-05,0.007245657
1073,Azinphos-methyl,86-50-0,H4lle,2,96,2.95E-07,1.01E-04,1.10E-04,0.91971443
1074,Chlorpyrifos,2921-88-2,H4lle,2,96,3.08E-06,7.11E-06,9.65E-05,0.073737078
1075,"DDD-p,p'",50-29-3,H4lle,2,96,1.38E-05,3.38E-07,1.06E-04,0.003201257
1076,"DDT-o,p'",789-02-6,H4lle,2,96,1.18E-05,6.52E-07,1.01E-04,0.006455554
1077,"DDT-p,p'",72-54-8,H4lle,2,96,9.00E-06,1.39E-06,9.62E-05,0.014475667
1078,Diazinon,333-41-5,H4lle,2,96,1.18E-06,3.93E-05,8.65E-05,0.454744329
1079,Dicofol,115-32-2,H4lle,2,96,3.29E-06,6.62E-06,9.60E-05,0.068955307
1080,Dieldrin,60-57-1,H4lle,2,96,3.67E-06,5.85E-06,9.52E-05,0.061440283
1081,Disulfoton,298-04-4,H4lle,2,96,1.42E-06,2.92E-05,8.79E-05,0.331694573
1082,Endosulfan I,115-29-7,H4lle,2,96,1.20E-06,3.83E-05,8.66E-05,0.44251938
1083,Endrin,72-20-8,H4lle,2,96,5.05E-06,3.91E-06,9.39E-05,0.041634285
1084,Ethion,563-12-2,H4lle,2,96,3.48E-06,6.23E-06,9.56E-05,0.065127306
1085,Heptachlor,76-44-8,H4lle,2,96,8.86E-06,1.44E-06,9.59E-05,0.014982094
1086,Heptachlor epoxide B,1024-57-3,H4lle,2,96,3.15E-06,6.95E-06,9.64E-05,0.072120204
1087,Lindane,58-89-9,H4lle,2,96,1.07E-06,4.38E-05,8.59E-05,0.510217563
1088,"Methoxychlor-o,p'",72-43-5,H4lle,2,96,3.52E-06,6.15E-06,9.56E-05,0.06437867
1089,Parathion,56-38-2,H4lle,2,96,1.20E-06,3.83E-05,8.66E-05,0.44251938
1090,Trifluralin,1582-09-8,H4lle,2,96,4.61E-06,4.40E-06,9.39E-05,0.046854026
1091,Eugenol F,97-53-0,H4lle,2,96,1.51E-07,1.21E-04,1.24E-04,0.974200527
1092,Methyl-antranilate,134-20-3,H4lle,2,96,1.01E-07,1.32E-04,1.33E-04,0.99019704
1093,Lilyfore,285977-85-7,H4lle,2,96,6.03E-07,7.30E-05,9.44E-05,0.77326174
1094,Damascone beta,23726-91-2,H4lle,2,96,1.61E-06,1.77E-05,8.73E-05,0.202935234
1095,Veloutone,14595-54-1,H4lle,2,96,4.34E-06,4.76E-06,9.42E-05,0.050571755
1096,Verdox,82356-51-2,H4lle,2,96,1.09E-05,7.83E-07,9.83E-05,0.00796788
1097,Nirvanol,1506-02-1,H4lle,2,96,6.48E-06,2.67E-06,9.39E-05,0.028437992
1098,Cetalox,3738-00-9,H4lle,2,96,4.27E-06,3.54E-06,8.17E-05,0.043327129
1099,Tonalide,21145-77-7,H4lle,2,96,6.48E-06,2.67E-06,9.39E-05,0.028437992
1100,Caffeine,58-08-2,H4lle,2,96,6.51E-08,1.48E-04,1.48E-04,1.000304038
1101,Lamotrigine,84057-84-1,H4lle,2,96,2.34E-07,1.10E-04,1.16E-04,0.947481012
1102,Diclofenac,15307-79-6,H4lle,2,96,6.54E-08,1.50E-04,1.50E-04,0.999969329
1103,"2,4-Dichlorophenoxyacetic",94-75-7,H4lle,2,96,8.33E-08,1.38E-04,1.50E-04,0.924333076
1104,(S)-Naproxen,22204-53-1,H4lle,2,96,1.03E-07,1.24E-04,1.50E-04,0.828427689
1105,Ibuprofen,15687-27-1,H4lle,2,96,1.55E-07,8.22E-05,1.50E-04,0.549262767
1106,Torasemide,56211-40-6,H4lle,2,96,2.66E-07,1.01E-04,1.35E-04,0.743698713
1107,Warfarin,81-81-2,H4lle,2,96,8.04E-08,1.41E-04,1.50E-04,0.941505608
1108,di-n-butylphthalate,84-74-2,H4lle,2,96,2.03E-06,1.06E-05,1.00E-04,0.105854763
1109,hexachlorophene,70-30-4,H4lle,2,96,1.56E-05,1.35E-06,1.33E-04,0.010156585
1110,hexamethylenetetramine,100-97-0,H4lle,2,96,6.10E-08,1.40E-04,1.40E-04,1.000385412
1111,Malathion,121-75-5,H4lle,2,96,1.70E-07,1.18E-04,1.22E-04,0.967913055
1112,pentachlorophenol,87-86-5,H4lle,2,96,4.71E-07,1.22E-05,1.49E-04,0.08201945
1113,"2,2,2-trichloroethanol",115-20-8,H4lle,2,96,7.08E-08,1.29E-04,1.30E-04,0.997078122
1114,diethylphthalate,84-66-2,H4lle,2,96,1.89E-07,1.15E-04,1.19E-04,0.961116816
1115,4-chlorophenol,106-48-9,H4lle,2,96,1.76E-07,1.16E-04,1.21E-04,0.965509205
1116,permethrin,52645-53-1,H4lle,2,96,1.14E-05,7.27E-07,1.00E-04,0.007245657
1117,Aniline,62-53-3,H4lle,2,96,6.71E-08,1.43E-04,1.43E-04,0.999464278
1118,4-fluoroaniline,371-40-4,H4lle,2,96,6.93E-08,1.40E-04,1.40E-04,0.998681172
1119,"2,4,6-trichlorophenol",88-06-2,H4lle,2,96,1.02E-06,4.50E-05,8.51E-05,0.528719239
1120,Allyl alcohol,107-18-6,H4lle,2,96,6.19E-08,1.40E-04,1.40E-04,1.000235302
1121,N-methylaniline,100-61-8,H4lle,2,96,8.05E-08,1.27E-04,1.28E-04,0.994431355
1122,"3,4-dichloroaniline",95-76-1,H4lle,2,96,2.69E-07,1.03E-04,1.11E-04,0.930025578
1123,4-decylaniline,37529-30-9,H4lle,2,96,1.03E-05,9.95E-07,9.81E-05,0.01014587
1124,naphthalene,91-20-3,H4lle,2,96,4.84E-07,5.14E-05,6.89E-05,0.746223652
1125,"1,2,4-trichlorobenzene",120-82-1,H4lle,2,96,2.01E-07,4.42E-06,1.27E-05,0.348332316
1126,"1,2-dichlorobenzene",95-50-1,H4lle,2,96,8.29E-08,6.57E-06,9.65E-06,0.680785945
1127,dichloromethane,75-09-2,H4lle,2,96,5.78E-09,1.13E-05,1.13E-05,0.998206451
1128,tetrachloroethylene,127-18-4,H4lle,2,96,2.89E-08,2.45E-06,3.52E-06,0.696672964
1129,"2,3-dimethyl-1,3-butadiene",513-81-5,H4lle,2,96,4.94E-10,8.67E-08,1.03E-07,0.838476732
1130,cyclosporine A,59865-13-3,H4lle,2,96,3.81E-07,9.18E-05,1.04E-04,0.882653472
1131,chlorpromazine,50-53-3,H4lle,2,96,4.96E-06,4.02E-06,9.39E-05,0.042757652
1132,PBDE 47,5436-43-1,H4lle,2,96,1.33E-05,4.10E-07,1.04E-04,0.003929009
1133,PBDE 99,60348-60-9,H4lle,2,96,1.59E-05,1.49E-07,1.11E-04,0.001342522
1134,PBDE 153,68631-49-2,H4lle,2,96,1.80E-05,4.38E-08,1.18E-04,0.000372014
1135,amiodarone,1951-25-3,H4lle,2,96,1.69E-05,8.87E-08,1.14E-04,0.000776636
1136,PFBS,375-73-5,H4lle,2,96,7.87E-08,1.38E-04,1.39E-04,0.996361397
1137,4:2 FTS,757124-72-4,H4lle,2,96,9.08E-08,1.33E-04,1.34E-04,0.992782666
1138,PFNA,375-95-1,H4lle,2,96,8.64E-06,1.50E-06,9.52E-05,0.015768742
1139,PFHxA,307-24-4,H4lle,2,96,1.59E-06,2.16E-05,8.95E-05,0.241309502
1140,PFBA,375-22-4,H4lle,2,96,8.72E-08,1.32E-04,1.33E-04,0.993490514
1141,PFOA,335-67-1,H4lle,2,96,1.46E-06,2.32E-05,8.47E-05,0.27439223
1142,6:2 FTS,27619-97-2,H4lle,2,96,4.01E-07,8.70E-05,1.00E-04,0.869228551
1143,8:2 FTS,39108-34-4,H4lle,2,96,1.56E-06,2.22E-05,8.85E-05,0.250477863
1144,PFUnDA,2058-94-8,H4lle,2,96,1.59E-06,6.19E-06,1.48E-04,0.041751562
1145,PFOS,1763-23-1,H4lle,2,96,1.59E-06,6.19E-06,1.48E-04,0.041751562
1146,PFHpA,375-85-9,H4lle,2,96,8.19E-07,5.18E-05,8.29E-05,0.624882399
1147,PFPeA,2706-90-3,H4lle,2,96,1.55E-07,1.15E-04,1.18E-04,0.970870084
1148,PFHxS,355-46-4,H4lle,2,96,2.75E-07,1.02E-04,1.10E-04,0.926731714
1149,PFDA,335-76-2,H4lle,2,96,3.10E-06,4.21E-06,1.47E-04,0.028655711
1150,Azathioprine,446-86-6,H4lle,2,96,6.52E-08,1.48E-04,1.48E-04,1.000259671
1151,Benzocaine,94-09-7,H4lle,2,96,9.89E-08,1.32E-04,1.33E-04,0.990681691
1152,Butylated hydroxyanisole,25013-16-5,H4lle,2,96,7.63E-07,6.19E-05,9.02E-05,0.686130849
1153,Cetirizine dihydrochloride,83881-52-1,H4lle,2,96,6.66E-08,1.46E-04,1.46E-04,0.999801852
1154,Cyclamate,139-05-9,H4lle,2,96,6.51E-08,0.000149164,0.000149167,1.000365602
1155,Cyclophosphamide,6055-19-2,H4lle,2,96,6.65E-08,0.000145871,0.000145953,0.999829995
1156,Cypermethrin,67375-30-8,H4lle,2,96,1.21E-05,5.84677E-07,0.000101848,0.005742934
1157,DEET,134-62-3,H4lle,2,96,1.36E-07,0.000123793,0.00012646,0.979296352
1158,Dexamethasone,50-02-2,H4lle,2,96,1.04E-07,1.31E-04,0.00013228,0.989154705
1159,Digoxin,20830-75-5,H4lle,2,96,7.26E-08,0.000141544,0.000141861,0.998152269
1160,Fenazaquin,120928-09-8,H4lle,2,96,5.46E-06,3.50118E-06,9.37855E-05,0.037346358
1161,Fenbuconazole,114369-43-6,H4lle,2,96,5.95E-07,7.36E-05,9.47E-05,0.777564681
1162,Fluazinam,79622-59-6,H4lle,2,96,1.41E-06,2.95818E-05,8.77628E-05,0.337196496
1163,Furosemide,54-31-9,H4lle,2,96,6.85E-08,0.000148186,0.00014992,0.988819057
1164,Glybenclamide,10238-21-8,H4lle,2,96,2.71E-06,8.10171E-06,9.75961E-05,0.083044954
1165,HC Red 3,2871-01-4,H4lle,2,96,6.52E-08,1.48E-04,1.48E-04,1.000249737
1166,Hydralazine hydrochloride,304-20-1,H4lle,2,96,6.67E-08,0.000145711,0.000145799,0.999787255
1167,Ketoconazole,65277-42-1,H4lle,2,96,1.77E-06,1.69E-05,9.41047E-05,0.179988856
1168,Metformin,1115-70-4,H4lle,2,96,6.51E-08,0.000149403,0.000149405,1.000377836
1169,Metoclopramide,364-62-5,H4lle,2,96,2.44E-07,1.07E-04,0.000113857,0.940508131
1170,Nitrofurantoin,67-20-9,H4lle,2,96,6.51E-08,0.000149039,0.000149044,1.000357685
1171,Oxytetracycline hydrochloride,2058-46-0,H4lle,2,96,6.52E-08,0.00014971,0.00014971,1.000387563
1172,Panthenol,16485-10-2 ,H4lle,2,96,6.51E-08,1.49E-04,0.000149421,1.000378555
1173,Paracetamol,103-90-2,H4lle,2,96,6.57E-08,0.000146936,0.000146982,1.000075203
1174,Topiramate,97240-79-4,H4lle,2,96,6.52E-08,0.000149665,0.000149665,1.000386574
1175,Trimellitic anhydride,552-30-7,H4lle,2,96,7.77E-08,0.000139124,0.000139633,0.99673725
1176,Verapamil hydrochloride,152-11-4,H4lle,2,96,1.89E-06,1.33751E-05,9.74572E-05,0.137294246
1177,Warfarin,129-06-6,H4lle,2,96,2.00E-07,0.000113097,0.000118197,0.957225144
1178,"2,4-Dinitrophenol",51-28-5,SH-SY5Y,2,96,5.65E-08,1.36E-04,1.37E-04,0.994283919
1179,Aldrin,309-00-2,SH-SY5Y,2,96,9.66E-06,7.20E-07,9.94E-05,0.007245657
1180,Azinphos-methyl,86-50-0,SH-SY5Y,2,96,2.39E-07,1.01E-04,1.10E-04,0.91971443
1181,Chlorpyrifos,2921-88-2,SH-SY5Y,2,96,2.63E-06,7.13E-06,9.68E-05,0.073737078
1182,"DDD-p,p'",50-29-3,SH-SY5Y,2,96,1.20E-05,3.43E-07,1.07E-04,0.003201257
1183,"DDT-o,p'",789-02-6,SH-SY5Y,2,96,1.02E-05,6.60E-07,1.02E-04,0.006455554
1184,"DDT-p,p'",72-54-8,SH-SY5Y,2,96,7.76E-06,1.40E-06,9.70E-05,0.014475667
1185,Diazinon,333-41-5,SH-SY5Y,2,96,1.00E-06,3.94E-05,8.67E-05,0.454744329
1186,Dicofol,115-32-2,SH-SY5Y,2,96,2.82E-06,6.64E-06,9.63E-05,0.068955307
1187,Dieldrin,60-57-1,SH-SY5Y,2,96,3.15E-06,5.87E-06,9.56E-05,0.061440283
1188,Disulfoton,298-04-4,SH-SY5Y,2,96,1.21E-06,2.92E-05,8.81E-05,0.331694573
1189,Endosulfan I,115-29-7,SH-SY5Y,2,96,1.02E-06,3.83E-05,8.67E-05,0.44251938
1190,Endrin,72-20-8,SH-SY5Y,2,96,4.34E-06,3.93E-06,9.43E-05,0.041634285
1191,Ethion,563-12-2,SH-SY5Y,2,96,2.98E-06,6.25E-06,9.60E-05,0.065127306
1192,Heptachlor,76-44-8,SH-SY5Y,2,96,7.64E-06,1.45E-06,9.67E-05,0.014982094
1193,Heptachlor epoxide B,1024-57-3,SH-SY5Y,2,96,2.70E-06,6.97E-06,9.67E-05,0.072120204
1194,Lindane,58-89-9,SH-SY5Y,2,96,9.06E-07,4.38E-05,8.60E-05,0.510217563
1195,"Methoxychlor-o,p'",72-43-5,SH-SY5Y,2,96,3.01E-06,6.17E-06,9.59E-05,0.06437867
1196,Parathion,56-38-2,SH-SY5Y,2,96,1.02E-06,3.84E-05,8.67E-05,0.44251938
1197,Trifluralin,1582-09-8,SH-SY5Y,2,96,3.96E-06,4.42E-06,9.44E-05,0.046854026
1198,Eugenol F,97-53-0,SH-SY5Y,2,96,1.13E-07,1.21E-04,1.24E-04,0.974200527
1199,Methyl-antranilate,134-20-3,SH-SY5Y,2,96,6.90E-08,1.32E-04,1.33E-04,0.99019704
1200,Lilyfore,285977-85-7,SH-SY5Y,2,96,5.05E-07,7.31E-05,9.45E-05,0.77326174
1201,Damascone beta,23726-91-2,SH-SY5Y,2,96,1.37E-06,1.77E-05,8.74E-05,0.202935234
1202,Veloutone,14595-54-1,SH-SY5Y,2,96,3.72E-06,4.78E-06,9.46E-05,0.050571755
1203,Verdox,82356-51-2,SH-SY5Y,2,96,9.45E-06,7.91E-07,9.94E-05,0.00796788
1204,Nirvanol,1506-02-1,SH-SY5Y,2,96,5.57E-06,2.69E-06,9.45E-05,0.028437992
1205,Cetalox,3738-00-9,SH-SY5Y,2,96,3.66E-06,3.56E-06,8.21E-05,0.043327129
1206,Tonalide,21145-77-7,SH-SY5Y,2,96,5.57E-06,2.69E-06,9.45E-05,0.028437992
1207,Caffeine,58-08-2,SH-SY5Y,2,96,3.68E-08,1.48E-04,1.48E-04,1.000304038
1208,Lamotrigine,84057-84-1,SH-SY5Y,2,96,1.83E-07,1.10E-04,1.16E-04,0.947481012
1209,Diclofenac,15307-79-6,SH-SY5Y,2,96,3.69E-08,1.50E-04,1.50E-04,0.999969329
1210,"2,4-Dichlorophenoxyacetic",94-75-7,SH-SY5Y,2,96,5.50E-08,1.39E-04,1.50E-04,0.924333076
1211,(S)-Naproxen,22204-53-1,SH-SY5Y,2,96,7.57E-08,1.24E-04,1.50E-04,0.828427689
1212,Ibuprofen,15687-27-1,SH-SY5Y,2,96,1.30E-07,8.22E-05,1.50E-04,0.549262767
1213,Torasemide,56211-40-6,SH-SY5Y,2,96,2.18E-07,1.01E-04,1.35E-04,0.743698713
1214,Warfarin,81-81-2,SH-SY5Y,2,96,5.19E-08,1.41E-04,1.50E-04,0.941505608
1215,di-n-butylphthalate,84-74-2,SH-SY5Y,2,96,1.74E-06,1.06E-05,1.01E-04,0.105854763
1216,hexachlorophene,70-30-4,SH-SY5Y,2,96,1.43E-05,1.36E-06,1.34E-04,0.010156585
1217,hexamethylenetetramine,100-97-0,SH-SY5Y,2,96,3.43E-08,1.40E-04,1.40E-04,1.000385412
1218,Malathion,121-75-5,SH-SY5Y,2,96,1.29E-07,1.18E-04,1.22E-04,0.967913055
1219,pentachlorophenol,87-86-5,SH-SY5Y,2,96,4.30E-07,1.22E-05,1.49E-04,0.08201945
1220,"2,2,2-trichloroethanol",115-20-8,SH-SY5Y,2,96,4.40E-08,1.29E-04,1.30E-04,0.997078122
1221,diethylphthalate,84-66-2,SH-SY5Y,2,96,1.46E-07,1.15E-04,1.19E-04,0.961116816
1222,4-chlorophenol,106-48-9,SH-SY5Y,2,96,1.35E-07,1.16E-04,1.21E-04,0.965509205
1223,permethrin,52645-53-1,SH-SY5Y,2,96,9.86E-06,7.35E-07,1.01E-04,0.007245657
1224,Aniline,62-53-3,SH-SY5Y,2,96,3.91E-08,1.43E-04,1.43E-04,0.999464278
1225,4-fluoroaniline,371-40-4,SH-SY5Y,2,96,4.14E-08,1.40E-04,1.40E-04,0.998681172
1226,"2,4,6-trichlorophenol",88-06-2,SH-SY5Y,2,96,8.68E-07,4.50E-05,8.52E-05,0.528719239
1227,Allyl alcohol,107-18-6,SH-SY5Y,2,96,3.50E-08,1.40E-04,1.40E-04,1.000235302
1228,N-methylaniline,100-61-8,SH-SY5Y,2,96,5.25E-08,1.28E-04,1.28E-04,0.994431355
1229,"3,4-dichloroaniline",95-76-1,SH-SY5Y,2,96,2.16E-07,1.04E-04,1.11E-04,0.930025578
1230,4-decylaniline,37529-30-9,SH-SY5Y,2,96,8.86E-06,1.01E-06,9.91E-05,0.01014587
1231,naphthalene,91-20-3,SH-SY5Y,2,96,4.06E-07,5.14E-05,6.89E-05,0.746223652
1232,"1,2,4-trichlorobenzene",120-82-1,SH-SY5Y,2,96,1.71E-07,4.42E-06,1.27E-05,0.348332316
1233,"1,2-dichlorobenzene",95-50-1,SH-SY5Y,2,96,6.98E-08,6.57E-06,9.65E-06,0.680785945
1234,dichloromethane,75-09-2,SH-SY5Y,2,96,3.49E-09,1.13E-05,1.13E-05,0.998206451
1235,tetrachloroethylene,127-18-4,SH-SY5Y,2,96,2.43E-08,2.45E-06,3.52E-06,0.696672964
1236,"2,3-dimethyl-1,3-butadiene",513-81-5,SH-SY5Y,2,96,4.10E-10,8.67E-08,1.03E-07,0.838476732
1237,cyclosporine A,59865-13-3,SH-SY5Y,2,96,3.13E-07,9.19E-05,1.04E-04,0.882653472
1238,chlorpromazine,50-53-3,SH-SY5Y,2,96,4.26E-06,4.03E-06,9.44E-05,0.042757652
1239,PBDE 47,5436-43-1,SH-SY5Y,2,96,1.15E-05,4.15E-07,1.06E-04,0.003929009
1240,PBDE 99,60348-60-9,SH-SY5Y,2,96,1.38E-05,1.52E-07,1.13E-04,0.001342522
1241,PBDE 153,68631-49-2,SH-SY5Y,2,96,1.57E-05,4.45E-08,1.20E-04,0.000372014
1242,amiodarone,1951-25-3,SH-SY5Y,2,96,1.47E-05,9.02E-08,1.16E-04,0.000776636
1243,PFBS,375-73-5,SH-SY5Y,2,96,4.97E-08,1.38E-04,1.39E-04,0.996361397
