,Chemical,CAS,Cell.type,FBS,Well,Q_cells,Q_media_free,Q_media,F_free_media
4334,naphthalene,91-20-3,Balbc_3T3,20,384,7.49E-07,5.36E-06,2.37E-05,0.227230992
4335,"1,2,4-trichlorobenzene",120-82-1,Balbc_3T3,20,384,4.47E-07,6.38E-07,1.26E-05,0.050740255
4336,"1,2-dichlorobenzene",95-50-1,Balbc_3T3,20,384,2.20E-07,1.16E-06,6.62E-06,0.175780755
4337,dichloromethane,75-09-2,Balbc_3T3,20,384,3.24E-09,2.37E-06,2.42E-06,0.982349427
4338,tetrachloroethylene,127-18-4,Balbc_3T3,20,384,8.45E-08,4.78E-07,2.57E-06,0.186778431
4339,"2,3-dimethyl-1,3-butadiene",513-81-5,Balbc_3T3,20,384,1.47E-09,1.79E-08,5.26E-08,0.341718023
4340,cyclosporine A,59865-13-3,Balbc_3T3,20,384,6.46E-07,1.12E-05,2.62E-05,0.429281369
4341,chlorpromazine,50-53-3,Balbc_3T3,20,384,2.81E-06,1.45E-07,3.28E-05,0.00444689
4342,PBDE 47,5436-43-1,Balbc_3T3,20,384,6.29E-06,1.23E-08,3.14E-05,0.000394295
4343,PBDE 99,60348-60-9,Balbc_3T3,20,384,7.06E-06,4.21E-09,3.14E-05,0.000134415
4344,PBDE 153,68631-49-2,Balbc_3T3,20,384,7.60E-06,1.17E-09,3.15E-05,3.72138E-05
4345,amiodarone,1951-25-3,Balbc_3T3,20,384,7.33E-06,2.43E-09,3.14E-05,7.77179E-05
4346,PFBS,375-73-5,Balbc_3T3,20,384,7.42E-08,3.24E-05,3.37E-05,0.964767737
4347,4:2 FTS,757124-72-4,Balbc_3T3,20,384,1.19E-07,2.95E-05,3.18E-05,0.932228803
4348,PFNA,375-95-1,Balbc_3T3,20,384,4.58E-06,5.06E-08,3.18E-05,1.60E-03
4349,PFHxA,307-24-4,Balbc_3T3,20,384,1.14E-06,9.98E-07,3.25E-05,0.030825612
4350,PFBA,375-22-4,Balbc_3T3,20,384,1.09E-07,2.96E-05,3.16E-05,0.938507691
4351,PFOA,335-67-1,Balbc_3T3,20,384,1.12E-06,1.15E-06,3.18E-05,0.036437597
4352,6:2 FTS,27619-97-2,Balbc_3T3,20,384,6.67E-07,1.03E-05,2.59E-05,0.399288606
4353,8:2 FTS,39108-34-4,Balbc_3T3,20,384,1.14E-06,1.04E-06,3.23E-05,0.03233767
4354,PFUnDA,2058-94-8,Balbc_3T3,20,384,8.52E-07,1.69E-07,3.91E-05,0.004338169
4355,PFOS,1763-23-1,Balbc_3T3,20,384,8.52E-07,1.69E-07,3.91E-05,0.004338169
4356,PFHpA,375-85-9,Balbc_3T3,20,384,9.46E-07,3.95E-06,2.78E-05,0.142795717
4357,PFPeA,2706-90-3,Balbc_3T3,20,384,2.99E-07,2.08E-05,2.72E-05,0.769207526
4358,PFHxS,355-46-4,Balbc_3T3,20,384,5.15E-07,1.45E-05,2.61E-05,0.558469072
4359,PFDA,335-76-2,Balbc_3T3,20,384,1.62E-06,1.12E-07,3.84E-05,0.002941431
4360,Azathioprine,446-86-6,Balbc_3T3,20,384,1.11E-08,3.88E-05,3.88E-05,1.002602793
4361,Benzocaine,94-09-7,Balbc_3T3,20,384,1.44E-07,2.86E-05,3.14E-05,0.914027016
4362,Butylated hydroxyanisole,25013-16-5,Balbc_3T3,20,384,9.20E-07,4.97E-06,2.78E-05,0.179388945
4363,Cetirizine dihydrochloride,83881-52-1,Balbc_3T3,20,384,2.01E-08,3.73E-05,3.75E-05,0.998022052
4364,Cyclamate,139-05-9,Balbc_3T3,20,384,8.81E-09,3.95E-05,3.95E-05,1.003668093
4365,Cyclophosphamide,6055-19-2,Balbc_3T3,20,384,1.96E-08,3.73E-05,3.76E-05,0.998302548
4366,Cypermethrin,67375-30-8,Balbc_3T3,20,384,5.91E-06,1.81E-08,3.14E-05,0.000577277
4367,DEET,134-62-3,Balbc_3T3,20,384,2.48E-07,2.39E-05,2.90E-05,0.825481961
4368,Dexamethasone,50-02-2,Balbc_3T3,20,384,1.60E-07,2.78E-05,3.09E-05,0.901191512
4369,Digoxin,20830-75-5,Balbc_3T3,20,384,4.82E-08,3.45E-05,3.53E-05,0.981824932
4370,Fenazaquin,120928-09-8,Balbc_3T3,20,384,3.07E-06,1.26E-07,3.26E-05,0.003864529
4371,Fenbuconazole,114369-43-6,Balbc_3T3,20,384,8.25E-07,6.94E-06,2.69E-05,0.259022637
4372,Fluazinam,79622-59-6,Balbc_3T3,20,384,1.11E-06,1.52E-06,3.15E-05,0.048411384
4373,Furosemide,54-31-9,Balbc_3T3,20,384,2.62E-08,3.58E-05,4.00E-05,0.898413107
4374,Glybenclamide,10238-21-8,Balbc_3T3,20,384,1.59E-06,3.04E-07,3.40E-05,0.008975314
4375,HC Red 3,2871-01-4,Balbc_3T3,20,384,1.13E-08,3.87E-05,3.88E-05,1.002502993
4376,Hydralazine hydrochloride,304-20-1,Balbc_3T3,20,384,2.04E-08,3.72E-05,3.75E-05,0.997876614
4377,Ketoconazole,65277-42-1,Balbc_3T3,20,384,1.16E-06,7.15E-07,3.34E-05,0.021478127
4378,Metformin,1115-70-4,Balbc_3T3,20,384,8.53E-09,3.97E-05,3.97E-05,1.003791247
4379,Metoclopramide,364-62-5,Balbc_3T3,20,384,4.66E-07,1.62E-05,2.66E-05,0.61253856
4380,Nitrofurantoin,67-20-9,Balbc_3T3,20,384,8.98E-09,3.94E-05,3.94E-05,1.003588402
4381,Oxytetracycline hydrochloride,2058-46-0,Balbc_3T3,20,384,8.32E-09,3.98E-05,3.98E-05,1.003889191
4382,Panthenol,16485-10-2 ,Balbc_3T3,20,384,8.52E-09,3.97E-05,3.97E-05,1.003798496
4383,Paracetamol,103-90-2,Balbc_3T3,20,384,1.49E-08,3.80E-05,3.82E-05,1.000752536
4384,Topiramate,97240-79-4,Balbc_3T3,20,384,8.34E-09,3.98E-05,3.98E-05,1.00387924
4385,Trimellitic anhydride,552-30-7,Balbc_3T3,20,384,6.93E-08,3.29E-05,3.41E-05,0.968303269
4386,Verapamil hydrochloride,152-11-4,Balbc_3T3,20,384,1.17E-06,5.31E-07,3.40E-05,0.015665077
4387,Warfarin,129-06-6,Balbc_3T3,20,384,3.89E-07,1.87E-05,2.72E-05,0.69115041
4388,"2,4-Dinitrophenol",51-28-5,FishRtgut,20,384,1.35E-08,3.09E-05,3.28E-05,0.945635936
4389,Aldrin,309-00-2,FishRtgut,20,384,6.09E-07,2.61E-08,3.60E-05,0.000729322
4390,Azinphos-methyl,86-50-0,FishRtgut,20,384,5.58E-08,1.41E-05,2.66E-05,0.533919875
4391,Chlorpyrifos,2921-88-2,FishRtgut,20,384,1.80E-07,2.77E-07,3.52E-05,0.007897835
4392,"DDD-p,p'",50-29-3,FishRtgut,20,384,7.10E-07,1.18E-08,3.68E-05,0.000321051
4393,"DDT-o,p'",789-02-6,FishRtgut,20,384,6.27E-07,2.34E-08,3.62E-05,0.000649328
4394,"DDT-p,p'",72-54-8,FishRtgut,20,384,5.00E-07,5.19E-08,3.55E-05,0.001466675
4395,Diazinon,333-41-5,FishRtgut,20,384,1.07E-07,2.37E-06,3.10E-05,0.07698005
4396,Dicofol,115-32-2,FishRtgut,20,384,1.92E-07,2.57E-07,3.51E-05,0.007351781
4397,Dieldrin,60-57-1,FishRtgut,20,384,2.14E-07,2.27E-07,3.51E-05,0.006503656
4398,Disulfoton,298-04-4,FishRtgut,20,384,1.12E-07,1.52E-06,3.23E-05,0.04728531
4399,Endosulfan I,115-29-7,FishRtgut,20,384,1.07E-07,2.28E-06,3.11E-05,0.073540874
4400,Endrin,72-20-8,FishRtgut,20,384,2.92E-07,1.51E-07,3.50E-05,0.004325509
4401,Ethion,563-12-2,FishRtgut,20,384,2.03E-07,2.42E-07,3.51E-05,0.00691824
4402,Heptachlor,76-44-8,FishRtgut,20,384,4.94E-07,5.37E-08,3.55E-05,0.001518687
4403,Heptachlor epoxide B,1024-57-3,FishRtgut,20,384,1.84E-07,2.70E-07,3.51E-05,0.007712633
4404,Lindane,58-89-9,FishRtgut,20,384,1.04E-07,2.84E-06,3.03E-05,0.094344232
4405,"Methoxychlor-o,p'",72-43-5,FishRtgut,20,384,2.05E-07,2.39E-07,3.51E-05,0.006833824
4406,Parathion,56-38-2,FishRtgut,20,384,1.07E-07,2.28E-06,3.11E-05,0.073540874
4407,Trifluralin,1582-09-8,FishRtgut,20,384,2.68E-07,1.71E-07,3.50E-05,0.004891678
4408,Eugenol F,97-53-0,FishRtgut,20,384,3.10E-08,2.25E-05,2.85E-05,0.790621879
4409,Methyl-antranilate,134-20-3,FishRtgut,20,384,1.79E-08,2.84E-05,3.13E-05,0.909918026
4410,Lilyfore,285977-85-7,FishRtgut,20,384,8.39E-08,6.96E-06,2.75E-05,0.254308513
4411,Damascone beta,23726-91-2,FishRtgut,20,384,1.14E-07,8.29E-07,3.35E-05,0.024828186
4412,Veloutone,14595-54-1,FishRtgut,20,384,2.53E-07,1.85E-07,3.50E-05,0.005298327
4413,Verdox,82356-51-2,FishRtgut,20,384,5.96E-07,2.87E-08,3.59E-05,0.000802543
4414,Nirvanol,1506-02-1,FishRtgut,20,384,3.70E-07,1.02E-07,3.51E-05,0.002918496
4415,Cetalox,3738-00-9,FishRtgut,20,384,2.76E-07,1.53E-07,3.41E-05,0.00450852
4416,Tonalide,21145-77-7,FishRtgut,20,384,3.70E-07,1.02E-07,3.51E-05,0.002918496
4417,Caffeine,58-08-2,FishRtgut,20,384,5.06E-09,3.90E-05,3.91E-05,1.003048724
4418,Lamotrigine,84057-84-1,FishRtgut,20,384,4.59E-08,1.74E-05,2.71E-05,0.643375935
4419,Diclofenac,15307-79-6,FishRtgut,20,384,4.98E-09,3.98E-05,4.00E-05,0.999693378
4420,"2,4-Dichlorophenoxyacetic",94-75-7,FishRtgut,20,384,5.29E-09,2.19E-05,4.00E-05,0.549870199
4421,(S)-Naproxen,22204-53-1,FishRtgut,20,384,5.29E-09,1.30E-05,4.00E-05,0.325620514
4422,Ibuprofen,15687-27-1,FishRtgut,20,384,5.07E-09,4.33E-06,4.00E-05,0.108622188
4423,Torasemide,56211-40-6,FishRtgut,20,384,2.56E-08,8.32E-06,3.71E-05,0.22490583
4424,Warfarin,81-81-2,FishRtgut,20,384,5.52E-09,2.45E-05,3.99E-05,0.616794456
4425,di-n-butylphthalate,84-74-2,FishRtgut,20,384,1.19E-07,4.13E-07,3.55E-05,0.01170014
4426,hexachlorophene,70-30-4,FishRtgut,20,384,3.59E-07,4.04E-08,3.95E-05,0.001025028
4427,hexamethylenetetramine,100-97-0,FishRtgut,20,384,4.55E-09,3.65E-05,3.65E-05,1.00386754
4428,Malathion,121-75-5,FishRtgut,20,384,3.50E-08,2.10E-05,2.80E-05,0.751029015
4429,pentachlorophenol,87-86-5,FishRtgut,20,384,9.86E-09,3.53E-07,4.00E-05,0.008855647
4430,"2,2,2-trichloroethanol",115-20-8,FishRtgut,20,384,9.09E-09,3.05E-05,3.15E-05,0.971529898
4431,diethylphthalate,84-66-2,FishRtgut,20,384,3.88E-08,1.96E-05,2.76E-05,0.71196546
4432,4-chlorophenol,106-48-9,FishRtgut,20,384,3.64E-08,2.04E-05,2.78E-05,0.736795306
4433,permethrin,52645-53-1,FishRtgut,20,384,6.11E-07,2.62E-08,3.61E-05,0.000729322
4434,Aniline,62-53-3,FishRtgut,20,384,6.36E-09,3.61E-05,3.65E-05,0.994668488
4435,4-fluoroaniline,371-40-4,FishRtgut,20,384,7.48E-09,3.45E-05,3.51E-05,0.986966426
4436,"2,4,6-trichlorophenol",88-06-2,FishRtgut,20,384,1.03E-07,3.01E-06,3.00E-05,0.100871226
4437,Allyl alcohol,107-18-6,FishRtgut,20,384,4.83E-09,3.61E-05,3.62E-05,1.002358012
4438,N-methylaniline,100-61-8,FishRtgut,20,384,1.24E-08,2.89E-05,3.06E-05,0.946971232
4439,"3,4-dichloroaniline",95-76-1,FishRtgut,20,384,5.22E-08,1.51E-05,2.66E-05,0.570648432
4440,4-decylaniline,37529-30-9,FishRtgut,20,384,5.60E-07,3.65E-08,3.58E-05,0.001023937
4441,naphthalene,91-20-3,FishRtgut,20,384,7.54E-08,5.45E-06,2.41E-05,0.227230992
4442,"1,2,4-trichlorobenzene",120-82-1,FishRtgut,20,384,4.40E-08,6.44E-07,1.27E-05,0.050740255
4443,"1,2-dichlorobenzene",95-50-1,FishRtgut,20,384,2.18E-08,1.16E-06,6.65E-06,0.175780755
4444,dichloromethane,75-09-2,FishRtgut,20,384,5.71E-10,2.37E-06,2.42E-06,0.982349427
4445,tetrachloroethylene,127-18-4,FishRtgut,20,384,8.36E-09,4.79E-07,2.58E-06,0.186778431
4446,"2,3-dimethyl-1,3-butadiene",513-81-5,FishRtgut,20,384,1.46E-10,1.79E-08,5.26E-08,0.341718023
4447,cyclosporine A,59865-13-3,FishRtgut,20,384,6.58E-08,1.14E-05,2.65E-05,0.429281369
4448,chlorpromazine,50-53-3,FishRtgut,20,384,2.87E-07,1.55E-07,3.50E-05,0.00444689
4449,PBDE 47,5436-43-1,FishRtgut,20,384,6.88E-07,1.44E-08,3.66E-05,0.000394295
4450,PBDE 99,60348-60-9,FishRtgut,20,384,7.84E-07,5.01E-09,3.74E-05,0.000134415
4451,PBDE 153,68631-49-2,FishRtgut,20,384,8.51E-07,1.41E-09,3.81E-05,3.72138E-05
4452,amiodarone,1951-25-3,FishRtgut,20,384,8.18E-07,2.92E-09,3.77E-05,7.77179E-05
4453,PFBS,375-73-5,FishRtgut,20,384,1.08E-08,3.25E-05,3.38E-05,0.964767737
4454,4:2 FTS,757124-72-4,FishRtgut,20,384,1.50E-08,2.96E-05,3.19E-05,0.932228803
4455,PFNA,375-95-1,FishRtgut,20,384,4.84E-07,5.64E-08,3.54E-05,1.60E-03
4456,PFHxA,307-24-4,FishRtgut,20,384,1.14E-07,1.02E-06,3.34E-05,0.030825612
4457,PFBA,375-22-4,FishRtgut,20,384,1.40E-08,2.96E-05,3.17E-05,0.938507691
4458,PFOA,335-67-1,FishRtgut,20,384,1.12E-07,1.18E-06,3.26E-05,0.036437597
4459,6:2 FTS,27619-97-2,FishRtgut,20,384,6.79E-08,1.04E-05,2.63E-05,0.399288606
4460,8:2 FTS,39108-34-4,FishRtgut,20,384,1.14E-07,1.07E-06,3.32E-05,0.03233767
4461,PFUnDA,2058-94-8,FishRtgut,20,384,3.13E-08,1.73E-07,4.00E-05,0.004338169
4462,PFOS,1763-23-1,FishRtgut,20,384,3.13E-08,1.73E-07,4.00E-05,0.004338169
4463,PFHpA,375-85-9,FishRtgut,20,384,9.51E-08,4.04E-06,2.84E-05,0.142795717
4464,PFPeA,2706-90-3,FishRtgut,20,384,3.21E-08,2.09E-05,2.73E-05,0.769207526
4465,PFHxS,355-46-4,FishRtgut,20,384,5.31E-08,1.47E-05,2.64E-05,0.558469072
4466,PFDA,335-76-2,FishRtgut,20,384,6.08E-08,1.17E-07,3.99E-05,0.002941431
4467,Azathioprine,446-86-6,FishRtgut,20,384,5.13E-09,3.88E-05,3.88E-05,1.002602793
4468,Benzocaine,94-09-7,FishRtgut,20,384,1.74E-08,2.87E-05,3.15E-05,0.914027016
4469,Butylated hydroxyanisole,25013-16-5,FishRtgut,20,384,9.27E-08,5.08E-06,2.84E-05,0.179388945
4470,Cetirizine dihydrochloride,83881-52-1,FishRtgut,20,384,5.89E-09,3.73E-05,3.75E-05,0.998022052
4471,Cyclamate,139-05-9,FishRtgut,20,384,4.97E-09,3.95E-05,3.95E-05,1.003668093
4472,Cyclophosphamide,6055-19-2,FishRtgut,20,384,5.85E-09,3.74E-05,3.76E-05,0.998302548
4473,Cypermethrin,67375-30-8,FishRtgut,20,384,6.43E-07,2.09E-08,3.63E-05,0.000577277
4474,DEET,134-62-3,FishRtgut,20,384,2.74E-08,2.40E-05,2.92E-05,0.825481961
4475,Dexamethasone,50-02-2,FishRtgut,20,384,1.90E-08,2.79E-05,3.11E-05,0.901191512
4476,Digoxin,20830-75-5,FishRtgut,20,384,8.43E-09,3.45E-05,3.53E-05,0.981824932
4477,Fenazaquin,120928-09-8,FishRtgut,20,384,3.15E-07,1.35E-07,3.50E-05,0.003864529
4478,Fenbuconazole,114369-43-6,FishRtgut,20,384,8.34E-08,7.07E-06,2.74E-05,0.259022637
4479,Fluazinam,79622-59-6,FishRtgut,20,384,1.11E-07,1.56E-06,3.23E-05,0.048411384
4480,Furosemide,54-31-9,FishRtgut,20,384,5.13E-09,3.58E-05,4.00E-05,0.898413107
4481,Glybenclamide,10238-21-8,FishRtgut,20,384,1.59E-07,3.15E-07,3.52E-05,0.008975314
4482,HC Red 3,2871-01-4,FishRtgut,20,384,5.15E-09,3.87E-05,3.88E-05,1.002502993
4483,Hydralazine hydrochloride,304-20-1,FishRtgut,20,384,5.92E-09,3.73E-05,3.75E-05,0.997876614
4484,Ketoconazole,65277-42-1,FishRtgut,20,384,1.16E-07,7.34E-07,3.43E-05,0.021478127
4485,Metformin,1115-70-4,FishRtgut,20,384,4.96E-09,3.97E-05,3.97E-05,1.003791247
4486,Metoclopramide,364-62-5,FishRtgut,20,384,4.84E-08,1.64E-05,2.69E-05,0.61253856
4487,Nitrofurantoin,67-20-9,FishRtgut,20,384,4.98E-09,3.94E-05,3.94E-05,1.003588402
4488,Oxytetracycline hydrochloride,2058-46-0,FishRtgut,20,384,4.96E-09,3.99E-05,3.99E-05,1.003889191
4489,Panthenol,16485-10-2 ,FishRtgut,20,384,4.96E-09,3.97E-05,3.97E-05,1.003798496
4490,Paracetamol,103-90-2,FishRtgut,20,384,5.44E-09,3.81E-05,3.82E-05,1.000752536
4491,Topiramate,97240-79-4,FishRtgut,20,384,4.96E-09,3.98E-05,3.98E-05,1.00387924
4492,Trimellitic anhydride,552-30-7,FishRtgut,20,384,1.04E-08,3.30E-05,3.42E-05,0.968303269
4493,Verapamil hydrochloride,152-11-4,FishRtgut,20,384,1.16E-07,5.46E-07,3.50E-05,0.015665077
4494,Warfarin,129-06-6,FishRtgut,20,384,4.09E-08,1.89E-05,2.74E-05,0.69115041
4495,"2,4-Dinitrophenol",51-28-5,FishRtgill,20,384,7.07E-09,3.09E-05,3.28E-05,0.945635936
4496,Aldrin,309-00-2,FishRtgill,20,384,3.22E-07,2.63E-08,3.62E-05,0.000729322
4497,Azinphos-methyl,86-50-0,FishRtgill,20,384,2.93E-08,1.41E-05,2.66E-05,0.533919875
4498,Chlorpyrifos,2921-88-2,FishRtgill,20,384,9.46E-08,2.77E-07,3.52E-05,0.007897835
4499,"DDD-p,p'",50-29-3,FishRtgill,20,384,3.76E-07,1.19E-08,3.71E-05,0.000321051
4500,"DDT-o,p'",789-02-6,FishRtgill,20,384,3.32E-07,2.36E-08,3.65E-05,0.000649328
4501,"DDT-p,p'",72-54-8,FishRtgill,20,384,2.64E-07,5.22E-08,3.57E-05,0.001466675
4502,Diazinon,333-41-5,FishRtgill,20,384,5.62E-08,2.38E-06,3.10E-05,0.07698005
4503,Dicofol,115-32-2,FishRtgill,20,384,1.01E-07,2.58E-07,3.52E-05,0.007351781
4504,Dieldrin,60-57-1,FishRtgill,20,384,1.13E-07,2.28E-07,3.52E-05,0.006503656
4505,Disulfoton,298-04-4,FishRtgill,20,384,5.87E-08,1.53E-06,3.24E-05,0.04728531
4506,Endosulfan I,115-29-7,FishRtgill,20,384,5.65E-08,2.28E-06,3.11E-05,0.073540874
4507,Endrin,72-20-8,FishRtgill,20,384,1.54E-07,1.51E-07,3.51E-05,0.004325509
4508,Ethion,563-12-2,FishRtgill,20,384,1.07E-07,2.42E-07,3.52E-05,0.00691824
4509,Heptachlor,76-44-8,FishRtgill,20,384,2.61E-07,5.40E-08,3.57E-05,0.001518687
4510,Heptachlor epoxide B,1024-57-3,FishRtgill,20,384,9.68E-08,2.71E-07,3.52E-05,0.007712633
4511,Lindane,58-89-9,FishRtgill,20,384,5.46E-08,2.85E-06,3.03E-05,0.094344232
4512,"Methoxychlor-o,p'",72-43-5,FishRtgill,20,384,1.08E-07,2.39E-07,3.52E-05,0.006833824
4513,Parathion,56-38-2,FishRtgill,20,384,5.65E-08,2.28E-06,3.11E-05,0.073540874
4514,Trifluralin,1582-09-8,FishRtgill,20,384,1.41E-07,1.71E-07,3.51E-05,0.004891678
4515,Eugenol F,97-53-0,FishRtgill,20,384,1.63E-08,2.25E-05,2.85E-05,0.790621879
4516,Methyl-antranilate,134-20-3,FishRtgill,20,384,9.41E-09,2.84E-05,3.13E-05,0.909918026
4517,Lilyfore,285977-85-7,FishRtgill,20,384,4.41E-08,6.96E-06,2.75E-05,0.254308513
4518,Damascone beta,23726-91-2,FishRtgill,20,384,5.98E-08,8.30E-07,3.36E-05,0.024828186
4519,Veloutone,14595-54-1,FishRtgill,20,384,1.33E-07,1.85E-07,3.51E-05,0.005298327
4520,Verdox,82356-51-2,FishRtgill,20,384,3.15E-07,2.89E-08,3.62E-05,0.000802543
4521,Nirvanol,1506-02-1,FishRtgill,20,384,1.95E-07,1.03E-07,3.53E-05,0.002918496
4522,Cetalox,3738-00-9,FishRtgill,20,384,1.46E-07,1.53E-07,3.42E-05,0.00450852
4523,Tonalide,21145-77-7,FishRtgill,20,384,1.95E-07,1.03E-07,3.53E-05,0.002918496
4524,Caffeine,58-08-2,FishRtgill,20,384,2.66E-09,3.90E-05,3.91E-05,1.003048724
4525,Lamotrigine,84057-84-1,FishRtgill,20,384,2.41E-08,1.74E-05,2.71E-05,0.643375935
4526,Diclofenac,15307-79-6,FishRtgill,20,384,2.62E-09,3.98E-05,4.00E-05,0.999693378
4527,"2,4-Dichlorophenoxyacetic",94-75-7,FishRtgill,20,384,2.78E-09,2.19E-05,4.00E-05,0.549870199
4528,(S)-Naproxen,22204-53-1,FishRtgill,20,384,2.78E-09,1.30E-05,4.00E-05,0.325620514
4529,Ibuprofen,15687-27-1,FishRtgill,20,384,2.66E-09,4.33E-06,4.00E-05,0.108622188
4530,Torasemide,56211-40-6,FishRtgill,20,384,1.34E-08,8.32E-06,3.72E-05,0.22490583
4531,Warfarin,81-81-2,FishRtgill,20,384,2.90E-09,2.45E-05,3.99E-05,0.616794456
4532,di-n-butylphthalate,84-74-2,FishRtgill,20,384,6.27E-08,4.14E-07,3.55E-05,0.01170014
4533,hexachlorophene,70-30-4,FishRtgill,20,384,1.89E-07,4.05E-08,3.97E-05,0.001025028
4534,hexamethylenetetramine,100-97-0,FishRtgill,20,384,2.39E-09,3.65E-05,3.65E-05,1.00386754
4535,Malathion,121-75-5,FishRtgill,20,384,1.84E-08,2.10E-05,2.81E-05,0.751029015
4536,pentachlorophenol,87-86-5,FishRtgill,20,384,5.18E-09,3.53E-07,4.00E-05,0.008855647
4537,"2,2,2-trichloroethanol",115-20-8,FishRtgill,20,384,4.77E-09,3.05E-05,3.15E-05,0.971529898
4538,diethylphthalate,84-66-2,FishRtgill,20,384,2.04E-08,1.96E-05,2.76E-05,0.71196546
4539,4-chlorophenol,106-48-9,FishRtgill,20,384,1.91E-08,2.04E-05,2.78E-05,0.736795306
4540,permethrin,52645-53-1,FishRtgill,20,384,3.23E-07,2.64E-08,3.64E-05,0.000729322
4541,Aniline,62-53-3,FishRtgill,20,384,3.34E-09,3.61E-05,3.65E-05,0.994668488
4542,4-fluoroaniline,371-40-4,FishRtgill,20,384,3.93E-09,3.45E-05,3.51E-05,0.986966426
4543,"2,4,6-trichlorophenol",88-06-2,FishRtgill,20,384,5.39E-08,3.01E-06,3.00E-05,0.100871226
4544,Allyl alcohol,107-18-6,FishRtgill,20,384,2.54E-09,3.61E-05,3.62E-05,1.002358012
4545,N-methylaniline,100-61-8,FishRtgill,20,384,6.49E-09,2.89E-05,3.06E-05,0.946971232
4546,"3,4-dichloroaniline",95-76-1,FishRtgill,20,384,2.74E-08,1.52E-05,2.67E-05,0.570648432
4547,4-decylaniline,37529-30-9,FishRtgill,20,384,2.96E-07,3.68E-08,3.61E-05,0.001023937
4548,naphthalene,91-20-3,FishRtgill,20,384,3.96E-08,5.45E-06,2.41E-05,0.227230992
4549,"1,2,4-trichlorobenzene",120-82-1,FishRtgill,20,384,2.31E-08,6.45E-07,1.28E-05,0.050740255
4550,"1,2-dichlorobenzene",95-50-1,FishRtgill,20,384,1.14E-08,1.17E-06,6.65E-06,0.175780755
4551,dichloromethane,75-09-2,FishRtgill,20,384,3.00E-10,2.37E-06,2.42E-06,0.982349427
4552,tetrachloroethylene,127-18-4,FishRtgill,20,384,4.39E-09,4.79E-07,2.58E-06,0.186778431
4553,"2,3-dimethyl-1,3-butadiene",513-81-5,FishRtgill,20,384,7.68E-11,1.79E-08,5.26E-08,0.341718023
4554,cyclosporine A,59865-13-3,FishRtgill,20,384,3.46E-08,1.14E-05,2.66E-05,0.429281369
4555,chlorpromazine,50-53-3,FishRtgill,20,384,1.51E-07,1.56E-07,3.51E-05,0.00444689
4556,PBDE 47,5436-43-1,FishRtgill,20,384,3.64E-07,1.45E-08,3.69E-05,0.000394295
4557,PBDE 99,60348-60-9,FishRtgill,20,384,4.16E-07,5.05E-09,3.77E-05,0.000134415
4558,PBDE 153,68631-49-2,FishRtgill,20,384,4.51E-07,1.42E-09,3.84E-05,3.72138E-05
4559,amiodarone,1951-25-3,FishRtgill,20,384,4.33E-07,2.95E-09,3.81E-05,7.77179E-05
4560,PFBS,375-73-5,FishRtgill,20,384,5.69E-09,3.25E-05,3.38E-05,0.964767737
4561,4:2 FTS,757124-72-4,FishRtgill,20,384,7.89E-09,2.96E-05,3.19E-05,0.932228803
4562,PFNA,375-95-1,FishRtgill,20,384,2.56E-07,5.68E-08,3.56E-05,1.60E-03
4563,PFHxA,307-24-4,FishRtgill,20,384,5.99E-08,1.03E-06,3.34E-05,0.030825612
4564,PFBA,375-22-4,FishRtgill,20,384,7.37E-09,2.96E-05,3.17E-05,0.938507691
4565,PFOA,335-67-1,FishRtgill,20,384,5.88E-08,1.18E-06,3.26E-05,0.036437597
4566,6:2 FTS,27619-97-2,FishRtgill,20,384,3.57E-08,1.05E-05,2.63E-05,0.399288606
4567,8:2 FTS,39108-34-4,FishRtgill,20,384,5.97E-08,1.07E-06,3.32E-05,0.03233767
4568,PFUnDA,2058-94-8,FishRtgill,20,384,1.65E-08,1.73E-07,4.00E-05,0.004338169
4569,PFOS,1763-23-1,FishRtgill,20,384,1.65E-08,1.73E-07,4.00E-05,0.004338169
4570,PFHpA,375-85-9,FishRtgill,20,384,5.00E-08,4.04E-06,2.84E-05,0.142795717
4571,PFPeA,2706-90-3,FishRtgill,20,384,1.69E-08,2.10E-05,2.73E-05,0.769207526
4572,PFHxS,355-46-4,FishRtgill,20,384,2.79E-08,1.47E-05,2.65E-05,0.558469072
4573,PFDA,335-76-2,FishRtgill,20,384,3.20E-08,1.17E-07,4.00E-05,0.002941431
4574,Azathioprine,446-86-6,FishRtgill,20,384,2.69E-09,3.88E-05,3.88E-05,1.002602793
4575,Benzocaine,94-09-7,FishRtgill,20,384,9.15E-09,2.87E-05,3.15E-05,0.914027016
4576,Butylated hydroxyanisole,25013-16-5,FishRtgill,20,384,4.87E-08,5.08E-06,2.84E-05,0.179388945
4577,Cetirizine dihydrochloride,83881-52-1,FishRtgill,20,384,3.09E-09,3.73E-05,3.75E-05,0.998022052
4578,Cyclamate,139-05-9,FishRtgill,20,384,2.61E-09,3.95E-05,3.95E-05,1.003668093
4579,Cyclophosphamide,6055-19-2,FishRtgill,20,384,3.07E-09,3.74E-05,3.76E-05,0.998302548
4580,Cypermethrin,67375-30-8,FishRtgill,20,384,3.40E-07,2.10E-08,3.66E-05,0.000577277
4581,DEET,134-62-3,FishRtgill,20,384,1.44E-08,2.40E-05,2.92E-05,0.825481961
