"","Chemical","CAS","Model","Obs.val","pre.val","ref","Cell.type","Data.source","MassBalanceIssue","IOC","conc","H37","MW","MP","log.KOW","log.KAW","Solubility","pKa","logit.Obs.val","logit.pre.val","diff","abs.diff"
"731","Fluazinam","79622-59-6","Armitage et al. (2021)",0.005,0.078794991,"Nicol et al. (HepG2)","Cell-free","Literature","0","N",10,1.60589e-06,465.09,113,4.01,-4.7,0.4883445,NA,-2.30102999566398,-1.10350138974652,1.19752860591746,1.19752860591746
"732","Furosemide","54-31-9","Armitage et al. (2021)",0.415,0.948131479,"Nicol et al. (HepG2)","Cell-free","Literature","0","A",10,2.54517e-05,330.74,261,2.03,-16.3,43.98842,3,-0.381951903287907,-0.0231314341335747,0.358820469154333,0.358820469154333
"733","Glybenclamide","10238-21-8","Armitage et al. (2021)",0.101,0.02280301,"Nicol et al. (HepG2)","Cell-free","Literature","0","A",10,1.93071e-05,494,169,4.85,-18,4.00634,5,-0.995678626217357,-1.64200782229298,-0.646329196075623,0.646329196075623
"734","HC Red 3","2871-01-4","Armitage et al. (2021)",0.95,0.98743357,"Nicol et al. (HepG2)","Cell-free","Literature","0","N",10,0.0090306,197.19,152,0.13,-11.8,121074.66,NA,-0.0222763947111523,-0.00549211205883383,0.0167842826523184,0.0167842826523184
"735","Hydralazine hydrochloride","304-20-1","Armitage et al. (2021)",0.147,0.970851665,"Nicol et al. (HepG2)","Cell-free","Literature","1","B",10,0.004422997,160.18,163,0.725,-11.6,211437.6,6,-0.832682665251824,-0.0128471202393927,0.819835545012431,0.819835545012431
"736","Ibuprofen","15687-27-1","Armitage et al. (2021)",0.139,0.200458699,"Nicol et al. (HepG2)","Cell-free","Literature","0","A",10,0.00824,206.28,89.1,3.73,-6.22,35.68644,5.4,-0.856985199745905,-0.69797509259019,0.159010107155715,0.159010107155715
"737","Ketoconazole","65277-42-1","Armitage et al. (2021)",0.255,0.043095004,"Nicol et al. (HepG2)","Cell-free","Literature","0","B",10,0.004526021,531.43,146,4.35,-20,83.96594,6.6,-0.593459819566045,-1.36557307464194,-0.7721132550759,0.7721132550759
"738","Metformin","1115-70-4","Armitage et al. (2021)",0.567,1.001858282,"Nicol et al. (HepG2)","Cell-free","Literature","0","B",10,0.000359515,129.16,74.3,-0.87,-9.13,1016489.2,9.6,-0.246416941107093,0.000806292690632878,0.247223233797726,0.247223233797726
"739","Metoclopramide","364-62-5","Armitage et al. (2021)",0.796,0.962783609,"Nicol et al. (HepG2)","Cell-free","Literature","0","B",10,2.0217e-05,299.8,147,2.62,-12.3,174.7834,9,-0.0990869322623309,-0.016471312021278,0.082615620241053,0.082615620241053
"740","Nitrofurantoin","67-20-9","Armitage et al. (2021)",0.935,0.998932414,"Nicol et al. (HepG2)","Cell-free","Literature","0","A",10,0.001464592,238.16,263,-0.47,-12.7,96.21664,7.3,-0.0291883891274822,-0.000463894376411481,0.0287244947510707,0.0287244947510707
"741","Oxytetracycline hydrochloride","2058-46-0","Armitage et al. (2021)",0.95,1.001877412,"Nicol et al. (HepG2)","Cell-free","Literature","0","A",10,1.36684e-06,460.43,460,-1.53,-28.9,501868.7,4.5,-0.0222763947111523,0.000814585254830818,0.0230909799659831,0.0230909799659831
"742","Panthenol","16485-10-2 ","Armitage et al. (2021)",0.433,0.998168744,"Nicol et al. (HepG2)","Cell-free","Literature","0","N",10,0.001163367,205.25,164,-0.895,-15,1034460,NA,-0.363512103646635,-0.000796033468947343,0.362716070177687,0.362716070177687
"743","Paracetamol","103-90-2","Armitage et al. (2021)",0.54,0.979377359,"Nicol et al. (HepG2)","Cell-free","Literature","0","N",10,0.000583065,151.16,170,0.46,-10.9,14224.156,NA,-0.267606240177031,-0.00904994011259416,0.258556300064437,0.258556300064437
"744","Topiramate","97240-79-4","Armitage et al. (2021)",0.9225,0.999975792,"Nicol et al. (HepG2)","Cell-free","Literature","0","A",10,0.00094562,339.36,165,-1.39,-18,264022.08,9.2,-0.035033625168902,-1.05135280741823e-05,0.0350231116408278,0.0350231116408278
"745","Trimellitic anhydride","552-30-7","Armitage et al. (2021)",0.95,0.988397297,"Nicol et al. (HepG2)","Cell-free","Literature","0","A",10,2.26838e-06,192.13,162,1.46,-10.2,15754.66,3.3,-0.0222763947111523,-0.00506845094659695,0.0172079437645553,0.0172079437645553
"746","Verapamil hydrochloride","152-11-4","Armitage et al. (2021)",0.494,0.244790975,"Nicol et al. (HepG2)","Cell-free","Literature","0","B",10,0.047393263,454.6,200,4.48,-16.2,2.29573,9.2,-0.306273051076353,-0.611204597882485,-0.304931546806132,0.304931546806132
"747","Warfarin","129-06-6","Armitage et al. (2021)",0.347,0.660535813,"Nicol et al. (HepG2)","Cell-free","Literature","0","N",10,3.76458e-06,308.33,175,2.48,-11.6,82.94077,NA,-0.459670525209126,-0.180103630787327,0.2795668944218,0.2795668944218
"748","Azathioprine","446-86-6","Armitage et al. (2021)",0.95,0.988565919,"Nicol et al. (HepRG)","Cell-free","Literature","0","A",10,0.004962684,277.26,244,0.1,-15.1,100.09086,8.2,-0.0222763947111523,-0.00499436600286871,0.0172820287082835,0.0172820287082835
"749","Benzocaine","94-09-7","Armitage et al. (2021)",0.809,0.882712124,"Nicol et al. (HepRG)","Cell-free","Literature","0","N",10,0.000299031,165.19,92,1.86,-6.33,834.2095,NA,-0.0920514783877277,-0.0541809083620911,0.0378705700256366,0.0378705700256366
"750","Butylated hydroxyanisole","25013-16-5","Armitage et al. (2021)",0.33,0.495896568,"Nicol et al. (HepRG)","Cell-free","Literature","0","N",10,NA,180.24,64.9,3.42,-4.8,358.6776,NA,-0.481486060122112,-0.304608897362892,0.17687716275922,0.17687716275922
"751","Cetirizine dihydrochloride","83881-52-1","Armitage et al. (2021)",0.71,0.999931111,"Nicol et al. (HepRG)","Cell-free","Literature","0","A",10,1.061e-05,388.89,249,0.715,-16.6,443.3346,4.7,-0.148741651280925,-2.99191431255983e-05,0.148711732137799,0.148711732137799
"752","Chlorpyrifos","2921-88-2","Armitage et al. (2021)",0.005,0.116856556,"Nicol et al. (HepRG)","Cell-free","Literature","1","N",10,0.297,350.59,42,4.96,-4.17,1.1499352,NA,-2.30102999566398,-0.932346917377422,1.36868307828656,1.36868307828656
"753","Cyclamate","139-05-9","Armitage et al. (2021)",0.388,0.999998265,"Nicol et al. (HepRG)","Cell-free","Literature","0","B",10,0.001431254,179.24,107,-0.585,-9.77,874691.2,17.6,-0.411168274405793,-7.53501579766127e-07,0.411167520904213,0.411167520904213
"754","Cyclophosphamide","6055-19-2","Armitage et al. (2021)",0.866,0.973039074,"Nicol et al. (HepRG)","Cell-free","Literature","0","B",10,0.1061003,261.09,61.5,0.695,-10.2,46212.93,6.1,-0.0624821079826534,-0.011869719565297,0.0506123884173564,0.0506123884173564
"755","Cypermethrin","67375-30-8","Armitage et al. (2021)",0.005,0.004255506,"Nicol et al. (HepRG)","Cell-free","Literature","1","N",10,0.000211698,416.3,102,6.62,-6.45,0.01477865,NA,-2.30102999566398,-2.3710487928197,-0.0700187971557216,0.0700187971557216
"756","DEET","134-62-3","Armitage et al. (2021)",0.823,0.832244706,"Nicol et al. (HepRG)","Cell-free","Literature","0","N",10,0.014645918,191.27,-45,2.18,-6.57,916.1833,NA,-0.0846001647877302,-0.0797489587574167,0.00485120603031348,0.00485120603031348
"757","Dexamethasone","50-02-2","Armitage et al. (2021)",0.693,0.874423662,"Nicol et al. (HepRG)","Cell-free","Literature","0","N",10,6.69448e-06,392.46,248,1.92,-18.8,78.492,NA,-0.159266765388193,-0.0582780988431307,0.100988666545063,0.100988666545063
"758","Digoxin","20830-75-5","Armitage et al. (2021)",0.556,0.942719301,"Nicol et al. (HepRG)","Cell-free","Literature","0","N",10,1.33572e-05,780.94,426,1.26,-30.7,59.195252,NA,-0.254925208417942,-0.0256176011905765,0.229307607227366,0.229307607227366
"759","Fenazaquin","120928-09-8","Armitage et al. (2021)",0.005,0.059402217,"Nicol et al. (HepRG)","Cell-free","Literature","1","N",10,0.136683664,306.4,78.5,5.51,-7.24,0.1495232,NA,-2.30102999566398,-1.22619734604745,1.07483264961654,1.07483264961654
"760","Fenbuconazole","114369-43-6","Armitage et al. (2021)",0.213,0.139439497,"Nicol et al. (HepRG)","Cell-free","Literature","0","N",10,0.394199993,336.82,125,3.23,-10,0.3738702,NA,-0.671620396561262,-0.855614192525418,-0.183993795964156,0.183993795964156
"761","Fluazinam","79622-59-6","Armitage et al. (2021)",0.005,0.130488467,"Nicol et al. (HepRG)","Cell-free","Literature","0","N",10,1.60589e-06,465.09,113,4.01,-4.7,0.4883445,NA,-2.30102999566398,-0.884427871004603,1.41660212465938,1.41660212465938
"762","Furosemide","54-31-9","Armitage et al. (2021)",0.458,0.999940993,"Nicol et al. (HepRG)","Cell-free","Literature","0","A",10,2.54517e-05,330.74,261,2.03,-16.3,43.98842,3,-0.339134521996131,-2.56271705923528e-05,0.339108894825538,0.339108894825538
"763","Glybenclamide","10238-21-8","Armitage et al. (2021)",0.167,0.972770089,"Nicol et al. (HepRG)","Cell-free","Literature","0","A",10,1.93071e-05,494,169,4.85,-18,4.00634,5,-0.777283528852417,-0.0119897916712159,0.765293737181201,0.765293737181201
"764","HC Red 3","2871-01-4","Armitage et al. (2021)",0.945,0.986258421,"Nicol et al. (HepRG)","Cell-free","Literature","0","N",10,0.0090306,197.19,152,0.13,-11.8,121074.66,NA,-0.0245681914907371,-0.00600927561702881,0.0185589158737083,0.0185589158737083
"765","Hydralazine hydrochloride","304-20-1","Armitage et al. (2021)",0.114,0.971724503,"Nicol et al. (HepRG)","Cell-free","Literature","1","B",10,0.004422997,160.18,163,0.725,-11.6,211437.6,6,-0.943095148663527,-0.0124568459646952,0.930638302698832,0.930638302698832
"766","Ibuprofen","15687-27-1","Armitage et al. (2021)",0.196,0.984717984,"Nicol et al. (HepRG)","Cell-free","Literature","0","A",10,0.00824,206.28,89.1,3.73,-6.22,35.68644,5.4,-0.707743928643524,-0.00668813044587381,0.70105579819765,0.70105579819765
"767","Ketoconazole","65277-42-1","Armitage et al. (2021)",0.296,0.253655243,"Nicol et al. (HepRG)","Cell-free","Literature","0","B",10,0.004526021,531.43,146,4.35,-20,83.96594,6.6,-0.528708288941061,-0.595756156479099,-0.0670478675380374,0.0670478675380374
"768","Metformin","1115-70-4","Armitage et al. (2021)",0.57,0.99997508,"Nicol et al. (HepRG)","Cell-free","Literature","0","B",10,0.000359515,129.16,74.3,-0.87,-9.13,1016489.2,9.6,-0.244125144327509,-1.08227533410887e-05,0.244114321574168,0.244114321574168
"769","Metoclopramide","364-62-5","Armitage et al. (2021)",0.752,0.991205549,"Nicol et al. (HepRG)","Cell-free","Literature","0","B",10,2.0217e-05,299.8,147,2.62,-12.3,174.7834,9,-0.123782159408358,-0.00383627534331813,0.11994588406504,0.11994588406504
"770","Nitrofurantoin","67-20-9","Armitage et al. (2021)",0.9485,0.997184908,"Nicol et al. (HepRG)","Cell-free","Literature","0","A",10,0.001464592,238.16,263,-0.47,-12.7,96.21664,7.3,-0.0229626647753186,-0.00122430299409605,0.0217383617812226,0.0217383617812226
"771","Oxytetracycline hydrochloride","2058-46-0","Armitage et al. (2021)",0.95,0.999997481,"Nicol et al. (HepRG)","Cell-free","Literature","0","A",10,1.36684e-06,460.43,460,-1.53,-28.9,501868.7,4.5,-0.0222763947111523,-1.09398917780906e-06,0.0222753007219744,0.0222753007219744
"772","Panthenol","16485-10-2 ","Armitage et al. (2021)",0.448,0.996349875,"Nicol et al. (HepRG)","Cell-free","Literature","0","N",10,0.001163367,205.25,164,-0.895,-15,1034460,NA,-0.348721986001856,-0.00158812934757524,0.347133856654281,0.347133856654281
"773","Paracetamol","103-90-2","Armitage et al. (2021)",0.611,0.979028888,"Nicol et al. (HepRG)","Cell-free","Literature","0","N",10,0.000583065,151.16,170,0.46,-10.9,14224.156,NA,-0.213958789757446,-0.00920449337163563,0.20475429638581,0.20475429638581
"774","Topiramate","97240-79-4","Armitage et al. (2021)",0.762,0.998111669,"Nicol et al. (HepRG)","Cell-free","Literature","0","A",10,0.00094562,339.36,165,-1.39,-18,264022.08,9.2,-0.118045028660399,-0.000820867011770233,0.117224161648629,0.117224161648629
"775","Trimellitic anhydride","552-30-7","Armitage et al. (2021)",0.931,0.999968804,"Nicol et al. (HepRG)","Cell-free","Literature","0","A",10,2.26838e-06,192.13,162,1.46,-10.2,15754.66,3.3,-0.0310503190186574,-1.35484619874675e-05,0.0310367705566699,0.0310367705566699
"776","Verapamil hydrochloride","152-11-4","Armitage et al. (2021)",0.563,0.939625757,"Nicol et al. (HepRG)","Cell-free","Literature","0","B",10,0.047393263,454.6,200,4.48,-16.2,2.29573,9.2,-0.249491605148654,-0.027045086860745,0.222446518287909,0.222446518287909
"777","Warfarin","129-06-6","Armitage et al. (2021)",0.388,0.770444676,"Nicol et al. (HepRG)","Cell-free","Literature","0","N",10,3.76458e-06,308.33,175,2.48,-11.6,82.94077,NA,-0.411168274405793,-0.113258541592618,0.297909732813175,0.297909732813175
"778","Azathioprine","446-86-6","Armitage et al. (2021)",0.95,0.989870804,"Nicol et al. (MCF7)","Cell-free","Literature","0","A",10,0.004962684,277.26,244,0.1,-15.1,100.09086,8.2,-0.0222763947111523,-0.00442148496947055,0.0178549097416817,0.0178549097416817
"779","Benzocaine","94-09-7","Armitage et al. (2021)",0.81,0.847259314,"Nicol et al. (MCF7)","Cell-free","Literature","0","N",10,0.000299031,165.19,92,1.86,-6.33,834.2095,NA,-0.0915149811213502,-0.0719836482249356,0.0195313328964146,0.0195313328964146
"780","Butylated hydroxyanisole","25013-16-5","Armitage et al. (2021)",0.254,0.231374891,"Nicol et al. (MCF7)","Cell-free","Literature","0","N",10,NA,180.24,64.9,3.42,-4.8,358.6776,NA,-0.595166283380062,-0.635683772833787,-0.0405174894537249,0.0405174894537249
"781","Cetirizine dihydrochloride","83881-52-1","Armitage et al. (2021)",0.638,0.999694529,"Nicol et al. (MCF7)","Cell-free","Literature","0","A",10,1.061e-05,388.89,249,0.715,-16.6,443.3346,4.7,-0.195179321278838,-0.000132684636367666,0.19504663664247,0.19504663664247
"782","Chlorpyrifos","2921-88-2","Armitage et al. (2021)",0.005,0.013914826,"Nicol et al. (MCF7)","Cell-free","Literature","1","N",10,0.297,350.59,42,4.96,-4.17,1.1499352,NA,-2.30102999566398,-1.85652221999557,0.444507775668407,0.444507775668407
"783","Cyclamate","139-05-9","Armitage et al. (2021)",0.417,1.001958269,"Nicol et al. (MCF7)","Cell-free","Literature","0","B",10,0.001431254,179.24,107,-0.585,-9.77,874691.2,17.6,-0.379863945026242,0.000849633786280021,0.380713578812522,0.380713578812522
"784","Cyclophosphamide","6055-19-2","Armitage et al. (2021)",0.8,0.972346257,"Nicol et al. (MCF7)","Cell-free","Literature","0","B",10,0.1061003,261.09,61.5,0.695,-10.2,46212.93,6.1,-0.0969100130080564,-0.0121790532566687,0.0847309597513877,0.0847309597513877
"785","Cypermethrin","67375-30-8","Armitage et al. (2021)",0.005,0.00106474,"Nicol et al. (MCF7)","Cell-free","Literature","1","N",10,0.000211698,416.3,102,6.62,-6.45,0.01477865,NA,-2.30102999566398,-2.9727564301133,-0.67172643444932,0.67172643444932
"786","DEET","134-62-3","Armitage et al. (2021)",0.815,0.764457264,"Nicol et al. (MCF7)","Cell-free","Literature","0","N",10,0.014645918,191.27,-45,2.18,-6.57,916.1833,NA,-0.0888423912600234,-0.116646788247417,-0.0278043969873939,0.0278043969873939
"787","Dexamethasone","50-02-2","Armitage et al. (2021)",0.702,0.834120413,"Nicol et al. (MCF7)","Cell-free","Literature","0","N",10,6.69448e-06,392.46,248,1.92,-18.8,78.492,NA,-0.153662887870195,-0.0787712504094367,0.0748916374607581,0.0748916374607581
"788","Digoxin","20830-75-5","Armitage et al. (2021)",0.654,0.934500355,"Nicol et al. (MCF7)","Cell-free","Literature","0","N",10,1.33572e-05,780.94,426,1.26,-30.7,59.195252,NA,-0.184422251675733,-0.0294205293043982,0.155001722371335,0.155001722371335
"789","Fenazaquin","120928-09-8","Armitage et al. (2021)",0.005,0.006832259,"Nicol et al. (MCF7)","Cell-free","Literature","1","N",10,0.136683664,306.4,78.5,5.51,-7.24,0.1495232,NA,-2.30102999566398,-2.1654356785985,0.135594317065477,0.135594317065477
"790","Fenbuconazole","114369-43-6","Armitage et al. (2021)",0.162,0.139439497,"Nicol et al. (MCF7)","Cell-free","Literature","0","N",10,0.394199993,336.82,125,3.23,-10,0.3738702,NA,-0.790484985457369,-0.855614192525418,-0.0651292070680494,0.0651292070680494
"791","Fluazinam","79622-59-6","Armitage et al. (2021)",0.005,0.076350152,"Nicol et al. (MCF7)","Cell-free","Literature","0","N",10,1.60589e-06,465.09,113,4.01,-4.7,0.4883445,NA,-2.30102999566398,-1.1171900940012,1.18383990166278,1.18383990166278
"792","Furosemide","54-31-9","Armitage et al. (2021)",0.521,0.946034656,"Nicol et al. (MCF7)","Cell-free","Literature","0","A",10,2.54517e-05,330.74,261,2.03,-16.3,43.98842,3,-0.283162276700476,-0.0240929538372324,0.259069322863243,0.259069322863243
"793","Glybenclamide","10238-21-8","Armitage et al. (2021)",0.116,0.02188861,"Nicol et al. (MCF7)","Cell-free","Literature","0","A",10,1.93071e-05,494,169,4.85,-18,4.00634,5,-0.935542010773082,-1.65978181670968,-0.7242398059366,0.7242398059366
"794","HC Red 3","2871-01-4","Armitage et al. (2021)",0.91,0.987483903,"Nicol et al. (MCF7)","Cell-free","Literature","0","N",10,0.0090306,197.19,152,0.13,-11.8,121074.66,NA,-0.0409586076789064,-0.00546997508910095,0.0354886325898054,0.0354886325898054
"795","Hydralazine hydrochloride","304-20-1","Armitage et al. (2021)",0.14,0.970814362,"Nicol et al. (MCF7)","Cell-free","Literature","1","B",10,0.004422997,160.18,163,0.725,-11.6,211437.6,6,-0.853871964321762,-0.0128638074418622,0.8410081568799,0.8410081568799
"796","Ibuprofen","15687-27-1","Armitage et al. (2021)",0.169,0.19385416,"Nicol et al. (MCF7)","Cell-free","Literature","0","A",10,0.00824,206.28,89.1,3.73,-6.22,35.68644,5.4,-0.772113295386326,-0.712524874844238,0.0595884205420886,0.0595884205420886
"797","Ketoconazole","65277-42-1","Armitage et al. (2021)",0.279,0.041617174,"Nicol et al. (MCF7)","Cell-free","Literature","0","B",10,0.004526021,531.43,146,4.35,-20,83.96594,6.6,-0.554395796726402,-1.38072741374177,-0.826331617015365,0.826331617015365
"798","Metformin","1115-70-4","Armitage et al. (2021)",0.441,1.001939,"Nicol et al. (MCF7)","Cell-free","Our data","0","B",10,0.000359515,129.16,74.3,-0.87,-9.13,1016489.2,9.6,-0.355561410532161,0.000841281641186029,0.356402692173347,0.356402692173347
"799","Metoclopramide","364-62-5","Armitage et al. (2021)",0.876,0.961604087,"Nicol et al. (MCF7)","Cell-free","Our data","0","B",10,2.0217e-05,299.8,147,2.62,-12.3,174.7834,9,-0.0574958938319193,-0.0170036995033827,0.0404921943285365,0.0404921943285365
"800","Nitrofurantoin","67-20-9","Armitage et al. (2021)",0.968,0.999007306,"Nicol et al. (MCF7)","Cell-free","Our data","0","A",10,0.001464592,238.16,263,-0.47,-12.7,96.21664,7.3,-0.0141246426916063,-0.000431335654015263,0.0136933070375911,0.0136933070375911
"801","Oxytetracycline hydrochloride","2058-46-0","Armitage et al. (2021)",0.95,1.001957989,"Nicol et al. (MCF7)","Cell-free","Our data","0","A",10,1.36684e-06,460.43,460,-1.53,-28.9,501868.7,4.5,-0.0222763947111523,0.0008495124214731,0.0231259071326254,0.0231259071326254
"802","Panthenol","16485-10-2 ","Armitage et al. (2021)",0.268,0.998246699,"Nicol et al. (MCF7)","Cell-free","Our data","0","N",10,0.001163367,205.25,164,-0.895,-15,1034460,NA,-0.571865205971211,-0.00076211725529285,0.571103088715918,0.571103088715918
"803","Paracetamol","103-90-2","Armitage et al. (2021)",0.638,0.979392272,"Nicol et al. (MCF7)","Cell-free","Our data","0","N",10,0.000583065,151.16,170,0.46,-10.9,14224.156,NA,-0.195179321278838,-0.00904332715157389,0.186135994127264,0.186135994127264
"804","Topiramate","97240-79-4","Armitage et al. (2021)",0.95,1.00005569,"Nicol et al. (MCF7)","Cell-free","Our data","0","A",10,0.00094562,339.36,165,-1.39,-18,264022.08,9.2,-0.0222763947111523,2.41851862669056e-05,0.0223005798974192,0.0223005798974192
"805","Trimellitic anhydride","552-30-7","Armitage et al. (2021)",0.91,0.987908262,"Nicol et al. (MCF7)","Cell-free","Our data","0","A",10,2.26838e-06,192.13,162,1.46,-10.2,15754.66,3.3,-0.0409586076789064,-0.00528338249432772,0.0356752251845787,0.0356752251845787
"806","Verapamil hydrochloride","152-11-4","Armitage et al. (2021)",0.625,0.237284843,"Nicol et al. (MCF7)","Cell-free","Our data","0","B",10,0.047393263,454.6,200,4.48,-16.2,2.29573,9.2,-0.204119982655925,-0.624730002244926,-0.420610019589001,0.420610019589001
"807","Warfarin","129-06-6","Armitage et al. (2021)",0.412,0.656529315,"Nicol et al. (MCF7)","Cell-free","Our data","0","N",10,3.76458e-06,308.33,175,2.48,-11.6,82.94077,NA,-0.385102783966865,-0.182745877253868,0.202356906712997,0.202356906712997
"809","Aldrin","309-00-2","Zaldivar-Comenges et al. (2017)",0.00166666666666667,0.00020854,"Valdiviezo et al.(10 uM - Single)","Cell-free","Our data","0","N",10,4.46,364.91,129,6.5,-1.68,0.026310011,NA,-2.77815125038364,-3.68081063079511,-0.902659380411465,0.902659380411465
"810","Azinphos-methyl","86-50-0","Zaldivar-Comenges et al. (2017)",0.420233333333333,0.602502302,"Valdiviezo et al.(10 uM - Single)","Cell-free","Our data","0","N",10,0.0101,317.32,73,2.75,-13.3,23.132628,NA,-0.376509501885872,-0.220041289426974,0.156468212458899,0.156468212458899
"811","Chlorpyrifos","2921-88-2","Zaldivar-Comenges et al. (2017)",0.00266666666666667,0.014874189,"Valdiviezo et al.(10 uM - Single)","Cell-free","Our data","0","N",10,0.297,350.59,42,4.96,-4.17,1.1499352,NA,-2.57403126772772,-1.82756670441801,0.746464563309706,0.746464563309706
"812","DDD-p,p'","50-29-3","Zaldivar-Comenges et al. (2017)",0.00316666666666667,6.56e-05,"Valdiviezo et al.(10 uM - Single)","Cell-free","Our data","0","N",10,0.843,354.49,108,6.91,-3.82,0.006699861,NA,-2.49939764943081,-4.18309616062434,-1.68369851119352,1.68369851119352
"813","DDT-o,p'","789-02-6","Zaldivar-Comenges et al. (2017)",0.00163333333333333,0.000176147,"Valdiviezo et al.(10 uM - Single)","Cell-free","Our data","0","N",10,1.45,354.49,116,6.56,-3.95,0.07656984,NA,-2.78692517469115,-3.75412474898879,-0.967199574297639,0.967199574297639
"814","DDT-p,p'","72-54-8","Zaldivar-Comenges et al. (2017)",0.00123333333333333,0.000605552,"Valdiviezo et al.(10 uM - Single)","Cell-free","Our data","0","N",10,0.669,320.04,110,6.12,-3.32,0.09025128,NA,-2.90891953065267,-3.21784855715612,-0.30892902650345,0.30892902650345
"815","Diazinon","333-41-5","Zaldivar-Comenges et al. (2017)",0.0682333333333333,0.191687335,"Valdiviezo et al.(10 uM - Single)","Cell-free","Our data","0","N",10,0.0114,304.35,52.6,3.81,-5.17,47.4786,NA,-1.16600341205716,-0.717406580503868,0.448596831553288,0.448596831553288
"816","Dicofol","115-32-2","Zaldivar-Comenges et al. (2017)",0.0166,0.012645816,"Valdiviezo et al.(10 uM - Single)","Cell-free","Our data","0","N",10,0.000149,370.49,77.5,5.02,-6.03,0.8632417,NA,-1.77989191195995,-1.89805314157752,-0.118161229617578,0.118161229617578
"817","Dieldrin","60-57-1","Zaldivar-Comenges et al. (2017)",0.0159,0.00963713,"Valdiviezo et al.(10 uM - Single)","Cell-free","Our data","0","N",10,0.829,380.91,202,5.12,-4.26,0.20835777,NA,-1.79860287567955,-2.01605228256412,-0.217449406884571,0.217449406884571
"818","Disulfoton","298-04-4","Zaldivar-Comenges et al. (2017)",0.722033333333333,0.132739732,"Valdiviezo et al.(10 uM - Single)","Cell-free","Our data","0","N",10,0.483,274.4,-25,4.02,-5.26,18.05552,NA,-0.141442752363097,-0.87699906352868,-0.735556311165584,0.735556311165584
"819","Endosulfan I","115-29-7","Zaldivar-Comenges et al. (2017)",0.0263666666666667,0.185479824,"Valdiviezo et al.(10 uM - Single)","Cell-free","Our data","0","N",10,2.45,406.93,106,3.83,-4.96,0.40570921,NA,-1.57894477122199,-0.731703324873845,0.847241446348141,0.847241446348141
"820","Endrin","72-20-8","Zaldivar-Comenges et al. (2017)",0.0164333333333333,0.004120017,"Valdiviezo et al.(10 uM - Single)","Cell-free","Our data","0","N",10,0.829,380.91,144,5.43,-4.26,0.05180376,NA,-1.78427433544243,-2.38510099197877,-0.600826656536336,0.600826656536336
"821","Ethion","563-12-2","Zaldivar-Comenges et al. (2017)",0.00425,0.011041392,"Valdiviezo et al.(10 uM - Single)","Cell-free","Our data","0","N",10,0.0457,384.48,-13,5.07,-7.25,1.7340048,NA,-2.37161106994969,-1.95697617118926,0.414634898760426,0.414634898760426
"822","Heptachlor","76-44-8","Zaldivar-Comenges et al. (2017)",0.00446666666666667,0.000640392,"Valdiviezo et al.(10 uM - Single)","Cell-free","Our data","0","N",10,29.8,373.32,95.5,6.1,-2.92,0.14223492,NA,-2.35001645635485,-3.19355410207684,-0.843537645721987,0.843537645721987
"823","Heptachlor epoxide B","1024-57-3","Zaldivar-Comenges et al. (2017)",0.0279,0.014091787,"Valdiviezo et al.(10 uM - Single)","Cell-free","Our data","0","N",10,2.13,389.32,160,4.98,-4.75,0.22308036,NA,-1.5543957967264,-1.85103392988362,-0.296638133157222,0.296638133157222
"824","Lindane","58-89-9","Zaldivar-Comenges et al. (2017)",0.3132,0.221070461,"Valdiviezo et al.(10 uM - Single)","Cell-free","Our data","0","N",10,0.322,290.83,75.2,3.72,-3.77,4.449699,NA,-0.504178246614094,-0.655469283118846,-0.151291036504752,0.151291036504752
"825","Methoxychlor-o,p'","72-43-5","Zaldivar-Comenges et al. (2017)",0.00556666666666667,0.010745347,"Valdiviezo et al.(10 uM - Single)","Cell-free","Our data","0","N",10,0.0206,345.65,87,5.08,-6.7,0.08468425,NA,-2.25440478357208,-1.96877955525379,0.285625228318286,0.285625228318286
"826","Parathion","56-38-2","Zaldivar-Comenges et al. (2017)",0.0631666666666667,0.185479824,"Valdiviezo et al.(10 uM - Single)","Cell-free","Our data","0","N",10,0.0302,291.26,6.1,3.83,-5.78,12.728062,NA,-1.19951204041557,-0.731703324873845,0.467808715541726,0.467808715541726
"827","Trifluralin","1582-09-8","Zaldivar-Comenges et al. (2017)",0.0145666666666667,0.005278041,"Valdiviezo et al.(10 uM - Single)","Cell-free","Our data","0","N",10,10.4,335.28,49,5.34,-3.39,0.28632912,NA,-1.83663981774924,-2.27752724048872,-0.440887422739483,0.440887422739483
"829","Aldrin","309-00-2","Zaldivar-Comenges et al. (2017)",0.0066,0.00020854,"Valdiviezo et al.(1 uM - Single)","Cell-free","Our data","0","N",1,4.46,364.91,129,6.5,-1.68,0.026310011,NA,-2.18045606445813,-3.68081063079511,-1.50035456633698,1.50035456633698
"830","Azinphos-methyl","86-50-0","Zaldivar-Comenges et al. (2017)",0.3653,0.602502302,"Valdiviezo et al.(1 uM - Single)","Cell-free","Our data","0","N",1,0.0101,317.32,73,2.75,-13.3,23.132628,NA,-0.437350327788083,-0.220041289426974,0.21730903836111,0.21730903836111
"831","Chlorpyrifos","2921-88-2","Zaldivar-Comenges et al. (2017)",0.00373333333333333,0.014874189,"Valdiviezo et al.(1 uM - Single)","Cell-free","Our data","0","N",1,0.297,350.59,42,4.96,-4.17,1.1499352,NA,-2.42790323204948,-1.82756670441801,0.600336527631468,0.600336527631468
